rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
200,50,100,4,4,,clustered,0.3;-0.3,5,4,4,1,0,4,0,4,4,0,0,edgeCount
199,50,100,4,4,,clustered,0.3;-0.3,14,5,2,12,0,2,0,2,2,0,0,edgeCount
198,50,100,4,4,,clustered,0.3;-0.3,5,10,4,1,0,4,0,4,4,0,0,edgeCount
197,50,100,4,4,,clustered,0.3;-0.3,13,6,3,10,0,3,0,3,3,0,0,edgeCount
196,50,100,4,4,,clustered,0.3;-0.3,6,3,3,3,0,3,0,3,3,0,0,edgeCount
195,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
194,50,100,4,4,,clustered,0.3;-0.3,4,12,3,1,0,3,0,3,3,0,0,edgeCount
193,50,100,4,4,,clustered,0.3;-0.3,4,7,3,1,0,3,0,3,3,0,0,edgeCount
192,50,100,4,4,,clustered,0.3;-0.3,4,14,4,0,0,4,0,4,4,0,0,edgeCount
191,50,100,4,4,,clustered,0.3;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
190,50,100,4,4,,clustered,0.3;-0.3,5,6,5,0,0,11,6,11,11,6,0,edgeCount
189,50,100,4,4,,clustered,0.3;-0.3,3,5,3,0,0,3,0,3,3,0,0,edgeCount
188,50,100,4,4,,clustered,0.3;-0.3,15,9,4,11,0,4,0,4,4,0,0,edgeCount
187,50,100,4,4,,clustered,0.3;-0.3,6,5,5,1,0,7,2,7,7,2,0,edgeCount
186,50,100,4,4,,clustered,0.3;-0.3,5,5,4,1,0,4,0,4,4,0,0,edgeCount
185,50,100,4,4,,clustered,0.3;-0.3,14,6,4,10,0,4,0,4,4,0,0,edgeCount
184,50,100,4,4,,clustered,0.3;-0.3,5,10,2,3,0,2,0,2,2,0,0,edgeCount
183,50,100,4,4,,clustered,0.3;-0.3,3,3,2,1,0,2,0,2,2,0,0,edgeCount
182,50,100,4,4,,clustered,0.3;-0.3,5,8,5,0,0,9,4,9,9,4,0,edgeCount
181,50,100,4,4,,clustered,0.3;-0.3,4,7,4,0,0,10,6,4,4,0,0,edgeCount
180,50,100,4,4,,clustered,0.3;-0.3,5,10,4,1,0,8,4,8,8,4,0,edgeCount
179,50,100,4,4,,clustered,0.3;-0.3,5,18,3,2,0,3,0,3,3,0,0,edgeCount
178,50,100,4,4,,clustered,0.3;-0.3,7,5,5,2,0,5,0,5,5,0,0,edgeCount
177,50,100,4,4,,clustered,0.3;-0.3,6,7,3,3,0,3,0,3,3,0,0,edgeCount
176,50,100,4,4,,clustered,0.3;-0.3,12,3,3,9,0,3,0,3,3,0,0,edgeCount
175,50,100,4,4,,clustered,0.3;-0.3,5,8,3,2,0,3,0,3,3,0,0,edgeCount
174,50,100,4,4,,clustered,0.3;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
173,50,100,4,4,,clustered,0.3;-0.3,3,3,3,0,0,5,2,3,5,0,0,edgeCount
172,50,100,4,4,,clustered,0.3;-0.3,5,9,5,0,0,5,0,5,5,0,0,edgeCount
171,50,100,4,4,,clustered,0.3;-0.3,5,7,3,2,0,3,0,3,3,0,0,edgeCount
170,50,100,4,4,,clustered,0.3;-0.3,6,4,2,4,0,2,0,2,2,0,0,edgeCount
169,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
168,50,100,4,4,,clustered,0.3;-0.3,6,13,2,4,0,2,0,2,2,0,0,edgeCount
167,50,100,4,4,,clustered,0.3;-0.3,3,3,2,1,0,2,0,3,2,1,0,edgeCount
166,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
165,50,100,4,4,,clustered,0.3;-0.3,14,12,4,10,0,4,0,4,4,0,0,edgeCount
164,50,100,4,4,,clustered,0.3;-0.3,5,4,2,3,0,2,0,2,2,0,0,edgeCount
163,50,100,4,4,,clustered,0.3;-0.3,4,7,3,1,0,3,0,3,3,0,0,edgeCount
162,50,100,4,4,,clustered,0.3;-0.3,5,2,2,3,0,2,0,2,2,0,0,edgeCount
161,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
160,50,100,4,4,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
159,50,100,4,4,,clustered,0.3;-0.3,4,3,2,2,0,2,0,3,2,1,0,edgeCount
158,50,100,4,4,,clustered,0.3;-0.3,5,5,4,1,0,10,6,10,10,6,0,edgeCount
157,50,100,4,4,,clustered,0.3;-0.3,13,2,2,11,0,2,0,2,2,0,0,edgeCount
156,50,100,4,4,,clustered,0.3;-0.3,3,6,3,0,0,3,0,3,3,0,0,edgeCount
155,50,100,4,4,,clustered,0.3;-0.3,4,17,4,0,0,4,0,10,10,6,0,edgeCount
154,50,100,4,4,,clustered,0.3;-0.3,14,4,4,10,0,4,0,4,4,0,0,edgeCount
153,50,100,4,4,,clustered,0.3;-0.3,10,10,2,8,0,2,0,2,2,0,0,edgeCount
152,50,100,4,4,,clustered,0.3;-0.3,6,9,4,2,0,8,4,8,8,4,0,edgeCount
151,50,100,4,4,,clustered,0.3;-0.3,5,6,4,1,0,4,0,4,4,0,0,edgeCount
150,50,100,4,4,,clustered,0.3;-0.3,6,7,3,3,0,3,0,3,3,0,0,edgeCount
149,50,100,4,4,,clustered,0.3;-0.3,14,8,3,11,0,3,0,3,3,0,0,edgeCount
148,50,100,4,4,,clustered,0.3;-0.3,4,2,2,2,0,2,0,2,2,0,0,edgeCount
147,50,100,4,4,,clustered,0.3;-0.3,5,7,4,1,0,4,0,4,4,0,0,edgeCount
146,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
145,50,100,4,4,,clustered,0.3;-0.3,5,6,3,2,0,3,0,3,3,0,0,edgeCount
144,50,100,4,4,,clustered,0.3;-0.3,5,7,3,2,0,3,0,3,3,0,0,edgeCount
143,50,100,4,4,,clustered,0.3;-0.3,4,4,3,1,0,3,0,3,3,0,0,edgeCount
142,50,100,4,4,,clustered,0.3;-0.3,12,3,3,9,0,3,0,3,3,0,0,edgeCount
141,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
140,50,100,4,4,,clustered,0.3;-0.3,14,13,3,11,0,3,0,3,3,0,0,edgeCount
139,50,100,4,4,,clustered,0.3;-0.3,6,13,4,2,0,4,0,4,4,0,0,edgeCount
138,50,100,4,4,,clustered,0.3;-0.3,4,9,4,0,0,8,4,8,8,4,0,edgeCount
137,50,100,4,4,,clustered,0.3;-0.3,13,4,4,9,0,4,0,4,4,0,0,edgeCount
136,50,100,4,4,,clustered,0.3;-0.3,5,4,4,1,0,10,6,10,10,6,0,edgeCount
135,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
134,50,100,4,4,,clustered,0.3;-0.3,5,15,3,2,0,3,0,3,3,0,0,edgeCount
133,50,100,4,4,,clustered,0.3;-0.3,5,18,3,2,0,3,0,3,3,0,0,edgeCount
132,50,100,4,4,,clustered,0.3;-0.3,5,5,4,1,0,4,0,4,4,0,0,edgeCount
131,50,100,4,4,,clustered,0.3;-0.3,5,7,4,1,0,4,0,4,4,0,0,edgeCount
130,50,100,4,4,,clustered,0.3;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
129,50,100,4,4,,clustered,0.3;-0.3,4,8,2,2,0,2,0,2,2,0,0,edgeCount
128,50,100,4,4,,clustered,0.3;-0.3,5,11,2,3,0,2,0,2,2,0,0,edgeCount
127,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
126,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
125,50,100,4,4,,clustered,0.3;-0.3,6,3,3,3,0,3,0,3,3,0,0,edgeCount
124,50,100,4,4,,clustered,0.3;-0.3,3,3,3,0,0,5,2,5,5,2,0,edgeCount
123,50,100,4,4,,clustered,0.3;-0.3,4,8,3,1,0,3,0,3,3,0,0,edgeCount
122,50,100,4,4,,clustered,0.3;-0.3,13,3,3,10,0,3,0,3,3,0,0,edgeCount
121,50,100,4,4,,clustered,0.3;-0.3,12,6,2,10,0,2,0,2,2,0,0,edgeCount
120,50,100,4,4,,clustered,0.3;-0.3,13,3,3,10,0,3,0,3,3,0,0,edgeCount
119,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
118,50,100,4,4,,clustered,0.3;-0.3,5,6,3,2,0,3,0,3,3,0,0,edgeCount
117,50,100,4,4,,clustered,0.3;-0.3,4,16,3,1,0,3,0,3,3,0,0,edgeCount
116,50,100,4,4,,clustered,0.3;-0.3,6,4,4,2,0,11,7,11,11,7,0,edgeCount
115,50,100,4,4,,clustered,0.3;-0.3,5,10,4,1,0,10,6,10,10,6,0,edgeCount
114,50,100,4,4,,clustered,0.3;-0.3,11,3,3,8,0,3,0,3,3,0,0,edgeCount
113,50,100,4,4,,clustered,0.3;-0.3,16,6,3,13,0,3,0,3,3,0,0,edgeCount
112,50,100,4,4,,clustered,0.3;-0.3,5,8,4,1,0,4,0,10,10,6,0,edgeCount
111,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
110,50,100,4,4,,clustered,0.3;-0.3,5,6,3,2,0,3,0,3,3,0,0,edgeCount
109,50,100,4,4,,clustered,0.3;-0.3,5,12,5,0,0,11,6,11,11,6,0,edgeCount
108,50,100,4,4,,clustered,0.3;-0.3,5,4,4,1,0,4,0,4,4,0,0,edgeCount
107,50,100,4,4,,clustered,0.3;-0.3,3,3,2,1,0,4,2,3,4,1,0,edgeCount
106,50,100,4,4,,clustered,0.3;-0.3,5,6,2,3,0,2,0,2,2,0,0,edgeCount
105,50,100,4,4,,clustered,0.3;-0.3,12,14,4,8,0,4,0,4,4,0,0,edgeCount
104,50,100,4,4,,clustered,0.3;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
103,50,100,4,4,,clustered,0.3;-0.3,6,24,4,2,0,4,0,4,4,0,0,edgeCount
102,50,100,4,4,,clustered,0.3;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
101,50,100,4,4,,clustered,0.3;-0.3,5,8,4,1,0,4,0,4,4,0,0,edgeCount
100,50,100,4,4,,clustered,0.3;-0.3,4,7,3,1,0,3,0,3,3,0,0,edgeCount
99,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
98,50,100,4,4,,clustered,0.3;-0.3,4,4,4,0,0,6,2,6,6,2,0,edgeCount
97,50,100,4,4,,clustered,0.3;-0.3,12,6,4,8,0,4,0,4,4,0,0,edgeCount
96,50,100,4,4,,clustered,0.3;-0.3,6,13,4,2,0,4,0,4,4,0,0,edgeCount
95,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,5,2,5,5,2,0,edgeCount
94,50,100,4,4,,clustered,0.3;-0.3,4,13,3,1,0,3,0,3,3,0,0,edgeCount
93,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
92,50,100,4,4,,clustered,0.3;-0.3,5,6,3,2,0,3,0,3,3,0,0,edgeCount
91,50,100,4,4,,clustered,0.3;-0.3,5,13,4,1,0,4,0,4,4,0,0,edgeCount
90,50,100,4,4,,clustered,0.3;-0.3,12,13,3,9,0,3,0,3,3,0,0,edgeCount
89,50,100,4,4,,clustered,0.3;-0.3,5,4,3,2,0,3,0,3,3,0,0,edgeCount
88,50,100,4,4,,clustered,0.3;-0.3,5,8,4,1,0,4,0,4,4,0,0,edgeCount
87,50,100,4,4,,clustered,0.3;-0.3,5,5,3,2,0,9,6,9,9,6,0,edgeCount
86,50,100,4,4,,clustered,0.3;-0.3,6,9,4,2,0,8,4,8,8,4,0,edgeCount
85,50,100,4,4,,clustered,0.3;-0.3,4,8,4,0,0,8,4,8,8,4,0,edgeCount
84,50,100,4,4,,clustered,0.3;-0.3,5,9,2,3,0,2,0,6,2,4,0,edgeCount
83,50,100,4,4,,clustered,0.3;-0.3,3,7,3,0,0,7,4,3,3,0,0,edgeCount
82,50,100,4,4,,clustered,0.3;-0.3,4,6,3,1,0,3,0,3,3,0,0,edgeCount
81,50,100,4,4,,clustered,0.3;-0.3,5,4,4,1,0,4,0,4,4,0,0,edgeCount
80,50,100,4,4,,clustered,0.3;-0.3,13,3,3,10,0,3,0,3,3,0,0,edgeCount
79,50,100,4,4,,clustered,0.3;-0.3,4,22,3,1,0,7,4,7,7,4,0,edgeCount
78,50,100,4,4,,clustered,0.3;-0.3,5,12,2,3,0,2,0,2,2,0,0,edgeCount
77,50,100,4,4,,clustered,0.3;-0.3,5,6,4,1,0,8,4,8,8,4,0,edgeCount
76,50,100,4,4,,clustered,0.3;-0.3,4,7,3,1,0,7,4,7,7,4,0,edgeCount
75,50,100,4,4,,clustered,0.3;-0.3,5,6,4,1,0,8,4,8,8,4,0,edgeCount
74,50,100,4,4,,clustered,0.3;-0.3,5,6,3,2,0,3,0,3,3,0,0,edgeCount
73,50,100,4,4,,clustered,0.3;-0.3,4,4,4,0,0,6,2,6,6,2,0,edgeCount
72,50,100,4,4,,clustered,0.3;-0.3,12,2,2,10,0,2,0,2,2,0,0,edgeCount
71,50,100,4,4,,clustered,0.3;-0.3,5,6,3,2,0,3,0,3,3,0,0,edgeCount
70,50,100,4,4,,clustered,0.3;-0.3,4,8,3,1,0,3,0,3,3,0,0,edgeCount
69,50,100,4,4,,clustered,0.3;-0.3,5,7,4,1,0,8,4,8,8,4,0,edgeCount
68,50,100,4,4,,clustered,0.3;-0.3,5,4,4,1,0,6,2,6,6,2,0,edgeCount
67,50,100,4,4,,clustered,0.3;-0.3,6,3,2,4,0,2,0,2,2,0,0,edgeCount
66,50,100,4,4,,clustered,0.3;-0.3,13,3,3,10,0,3,0,3,3,0,0,edgeCount
65,50,100,4,4,,clustered,0.3;-0.3,6,7,5,1,0,11,6,11,11,6,0,edgeCount
64,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
63,50,100,4,4,,clustered,0.3;-0.3,11,8,2,9,0,2,0,2,2,0,0,edgeCount
62,50,100,4,4,,clustered,0.3;-0.3,5,7,3,2,0,4,1,10,10,7,0,edgeCount
61,50,100,4,4,,clustered,0.3;-0.3,10,6,2,8,0,2,0,6,2,4,0,edgeCount
60,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
59,50,100,4,4,,clustered,0.3;-0.3,4,6,3,1,0,3,0,3,3,0,0,edgeCount
58,50,100,4,4,,clustered,0.3;-0.3,7,3,3,4,0,3,0,3,3,0,0,edgeCount
57,50,100,4,4,,clustered,0.3;-0.3,4,6,4,0,0,10,6,10,10,6,0,edgeCount
56,50,100,4,4,,clustered,0.3;-0.3,4,7,3,1,0,3,0,3,3,0,0,edgeCount
55,50,100,4,4,,clustered,0.3;-0.3,13,7,4,9,0,4,0,4,4,0,0,edgeCount
54,50,100,4,4,,clustered,0.3;-0.3,4,3,3,1,0,3,0,3,3,0,0,edgeCount
53,50,100,4,4,,clustered,0.3;-0.3,4,10,3,1,0,3,0,3,3,0,0,edgeCount
52,50,100,4,4,,clustered,0.3;-0.3,5,5,2,3,0,2,0,2,2,0,0,edgeCount
51,50,100,4,4,,clustered,0.3;-0.3,16,9,3,13,0,3,0,3,3,0,0,edgeCount
50,50,100,4,4,,clustered,0.3;-0.3,5,3,3,2,0,3,0,3,3,0,0,edgeCount
49,50,100,4,4,,clustered,0.3;-0.3,6,8,4,2,0,4,0,4,4,0,0,edgeCount
48,50,100,4,4,,clustered,0.3;-0.3,17,9,5,12,0,5,0,5,5,0,0,edgeCount
47,50,100,4,4,,clustered,0.3;-0.3,5,10,3,2,0,5,2,3,5,0,0,edgeCount
46,50,100,4,4,,clustered,0.3;-0.3,5,7,5,0,0,9,4,9,9,4,0,edgeCount
45,50,100,4,4,,clustered,0.3;-0.3,16,7,3,13,0,3,0,3,3,0,0,edgeCount
44,50,100,4,4,,clustered,0.3;-0.3,4,13,3,1,0,3,0,3,3,0,0,edgeCount
43,50,100,4,4,,clustered,0.3;-0.3,4,18,4,0,0,4,0,4,4,0,0,edgeCount
